koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
CONFIRMED,0,0,0,0,12.07134205,143.45948,0.014,4.3224,759.2,1.29,395,5.74,31,2,3713,4.779,0.47,294.77393,43.056301,15.847
CONFIRMED,0,0,0,0,20.99587872,152.31554,0.228,2.6333,767.3,1.3,328,2.74,18.2,3,3713,4.779,0.47,294.77393,43.056301,15.847
FALSE POSITIVE,0,1,0,0,1.000747038,169.974229,0.908,0.9967,1823.5,4.14,1620,1635.2,147.4,1,5472,4.499,0.79,297.97513,43.164909,15.419
CONFIRMED,0,0,0,0,8.884922995,169.991686,0.069,2.07004,16053,10.51,770,83.21,388.2,1,5332,4.5,0.843,291.1376,36.577381,15.264
CONFIRMED,0,0,0,0,8.09888906,176.623731,0.018,4.20241,6911.1,8.95,986,223.19,435.9,1,6214,4.442,1.076,282.69952,43.272739,15.261
CONFIRMED,0,0,0,0,10.00653012,176.96898,0.862,5.344,936.1,3.52,876,139.21,71.9,1,6063,4.47,1.001,283.63077,43.379398,15.063
CONFIRMED,0,0,0,0,17.85522168,146.596466,0.075,7.41287,9065.2,13.16,911,163.04,915.7,1,6823,4.308,1.367,297.45374,41.01099,11.353
CANDIDATE,0,0,0,0,83.92494032,236.76334,0.658,6.7904,7958.7,4.78,226,0.62,182.1,1,3960,4.746,0.509,287.85239,43.897991,15.754
CONFIRMED,0,0,0,0,5.007316661,173.433997,0.344,4.2362,6932.3,6.96,998,234.28,431.4,1,5865,4.563,0.827,295.53613,43.884449,15.813
CONFIRMED,0,0,0,0,2.211116989,170.150139,0.69,1.6485,724.2,1.85,931,177.19,42.6,1,4500,4.656,0.646,285.16833,44.026459,15.791
CONFIRMED,0,0,0,0,27.9541337,178.73791,0.063,3.95,942.5,1.9,400,6.04,25.4,3,4500,4.656,0.646,285.16833,44.026459,15.791
CONFIRMED,0,1,0,0,12.69104387,137.12594,0.008,3.7727,252.1,2.57,1008,244.3,60.2,1,5869,4.024,1.626,292.92914,48.60281,12.935
FALSE POSITIVE,0,1,0,0,4.409409243,171.89433,0.028,3.8636,12861,10.95,1101,347.06,85.8,1,5600,4.368,0.975,296.41019,43.455391,15.403
CONFIRMED,0,0,0,0,16.23947096,175.569907,0.043,4.0374,2590.7,4.14,598,30.14,123.8,1,5191,4.564,0.837,293.0614,43.58136,15.258
CONFIRMED,0,0,0,0,2.052349884,169.890622,0.437,2.0778,14281,13.12,1497,1183.18,1072.1,1,5855,4.393,1.08,299.56189,43.503559,15.257
CONFIRMED,0,0,0,0,9.7704486,175.71372,0.09,2.4517,1897.8,2.23,460,10.59,58,1,3906,4.73,0.509,282.23251,43.66563,15.777
CONFIRMED,0,0,0,0,5.169804269,172.63153,0.351,2.153,1037.4,1.66,569,24.75,41.4,2,3906,4.73,0.509,282.23251,43.66563,15.777
CONFIRMED,0,0,0,0,21.22261195,137.57403,0.02,6.5093,366,2.48,771,83.56,114.9,2,5945,4.213,1.302,290.39273,40.28487,12.365
CONFIRMED,0,0,0,0,20.09017037,147.97788,0.886,4.154,1432.1,2.25,362,4.05,36.9,3,3906,4.73,0.509,282.23251,43.66563,15.777
CONFIRMED,0,0,0,0,7.11373257,174.32351,0.334,2.1764,807.6,1.16,429,8.01,44.4,1,3561,4.855,0.411,296.98505,43.65852,15.234
CONFIRMED,0,0,0,0,3.306551643,134.37211,0.001,1.8177,509.2,0.91,554,22.19,37.8,2,3561,4.855,0.411,296.98505,43.65852,15.234
CONFIRMED,0,0,0,0,15.36845737,147.38965,0.115,2.4714,756.1,1.11,332,2.86,30.9,3,3561,4.855,0.411,296.98505,43.65852,15.234
CANDIDATE,0,0,0,0,13.81020318,172.33533,0.791,3.048,1309.7,4.56,833,113.75,46.2,1,5942,4.327,1.142,281.96063,43.70311,15.425
CONFIRMED,0,0,0,0,4.093578461,171.00954,0.93,2.5833,538.6,2.85,1182,461.07,36.4,1,6077,4.471,0.999,290.26328,44.55645,15.399
CONFIRMED,0,0,0,0,105.145959,178.367,0.964,8.593,685.4,3.43,401,6.09,15.4,2,6077,4.471,0.999,290.26328,44.55645,15.399
CONFIRMED,0,0,0,0,10.8484518,171.80584,0.21,2.9993,1675.6,2.34,499,14.66,64.5,1,4201,4.682,0.591,295.57935,44.545959,15.058
CONFIRMED,0,0,0,0,4.082274889,169.6375652,0.093,3.23015,17859,10.55,1016,251.48,1669.1,1,5655,4.581,0.794,284.83047,44.658138,15.198
CANDIDATE,0,0,0,0,3.886655224,169.73814,0.649,3.1646,581.6,1.87,1010,246.29,48.1,1,5662,4.61,0.738,288.72665,44.60751,15.371
CONFIRMED,0,0,0,0,42.1406089,139.0604,0.045,5.083,895.5,1.85,349,3.49,21.6,5,4500,4.656,0.646,285.16833,44.026459,15.791
CONFIRMED,0,0,0,0,10.19849255,137.92067,0.714,2.4283,634.1,1.75,559,23.11,21.4,4,4500,4.656,0.646,285.16833,44.026459,15.791
FALSE POSITIVE,0,1,1,0,5.795063956,172.697467,0.949,3.2496,1692.9,4.33,950,192.74,119.4,1,5865,4.563,0.827,296.50754,44.036072,15.289
CONFIRMED,0,0,0,0,7.15681552,174.13511,0.45,2.5882,867,2.47,782,88.23,47.7,1,5029,4.494,0.838,289.59476,44.141949,15.46
CONFIRMED,0,0,0,0,17.64830851,133.54533,0.653,2.0873,763.3,2.43,579,26.49,23.8,2,5029,4.494,0.838,289.59476,44.141949,15.46
CONFIRMED,0,0,0,0,16.51410989,176.11686,0.395,4.1575,973.5,2.72,655,43.57,55.9,1,5527,4.488,0.866,296.56622,44.105862,15.223
CONFIRMED,0,0,0,0,4.79090809,136.31106,0.11,2.603,251.3,1.36,990,227.24,21.2,4,5527,4.488,0.866,296.56622,44.105862,15.223
CONFIRMED,0,0,0,0,31.71981013,142.82083,0.125,4.819,363.4,3.09,743,71.97,63.1,2,5869,4.024,1.626,292.92914,48.60281,12.935
CONFIRMED,0,0,0,0,99.6415962,198.68664,0.028,4.448,952.5,2.64,360,3.97,22.7,3,5527,4.488,0.866,296.56622,44.105862,15.223
CONFIRMED,0,0,0,0,4.708326451,171.446507,0.061,3.16114,7912.7,10.6,1162,431.02,633.4,1,5560,4.246,1.21,298.63565,44.17094,15.113
FALSE POSITIVE,0,0,1,1,16.37198661,172.75926,9.303,3.8449,4147.6,540.37,438,8.71,54.5,1,4187,4.656,0.592,298.67862,44.175499,15.654
CONFIRMED,0,0,0,0,5.392026903,171.72707,0.314,2.9804,1151.4,2.68,850,123.33,77.4,1,5198,4.589,0.801,284.43051,44.48053,15.651
CONFIRMED,0,0,0,0,6.491682808,174.633553,0.535,4.301,7163.3,9.66,1062,301.54,502.3,1,6123,4.413,1.107,285.55481,45.578861,15.649
FALSE POSITIVE,0,1,1,1,3.044770796,172.01916,1.252,10.0134,1695,24.54,1076,317.36,203.5,1,5525,4.603,0.753,293.68494,45.51683,15.621
CONFIRMED,0,0,0,0,3.855603916,170.6787843,0.348,3.2179,16653,13.61,1212,508.65,1173.9,1,6033,4.46,1.046,296.39316,45.568562,15.272
FALSE POSITIVE,0,0,1,1,3.855599139,170.67957,0.864,3.183,1030.9,3.57,1158,425.74,90.1,1,5936,4.501,0.965,296.39542,45.56992,15.054
CONFIRMED,0,0,0,0,38.47876629,151.852812,0.003,5.04169,23530,13.26,484,13.01,1077.8,1,5510,4.539,0.879,288.90222,49.370491,13.779
FALSE POSITIVE,0,1,0,0,37.60166128,194.713383,0.408,8.30604,59130,27.22,606,31.86,1667.3,1,6140,4.354,1.096,282.30603,44.714661,15.505
CONFIRMED,0,0,0,0,3.314947362,171.313058,0.799,1.8007,1398.2,3.94,1155,421.03,123.5,1,5609,4.481,0.944,293.45483,44.792789,15.142
FALSE POSITIVE,0,1,1,0,6.71969089,173.35776,0.985,3.0231,969.7,4.37,952,194.18,45.4,1,5931,4.479,0.866,301.04956,44.706299,15.172
CONFIRMED,0,0,0,0,39.6431552,206.596798,0.062,6.5292,15664,10.98,472,11.74,690.3,1,5231,4.455,0.9,283.97751,44.811562,15.011
CONFIRMED,0,0,0,0,21.80451611,190.49737,0.751,3.4097,1144.9,2.6,543,20.48,49.9,1,5481,4.629,0.708,291.71732,44.88731,15.067
CONFIRMED,0,0,0,0,10.28194593,175.33988,0.168,3.4366,1110.7,2.53,680,50.6,55,2,5196,4.593,0.775,291.84198,44.858089,15.532
CONFIRMED,0,0,0,0,18.11993039,182.61535,0.206,4.2309,1506.9,2.95,563,23.77,60.7,1,5196,4.593,0.775,291.84198,44.858089,15.532
CONFIRMED,0,0,0,0,3.78402867,133.28133,0.691,1.9012,426.1,1.7,949,191.78,25.6,3,5196,4.593,0.775,291.84198,44.858089,15.532
CONFIRMED,0,0,0,0,5.15448142,171.6389,0.933,3.228,697.5,2.94,964,204.1,48.1,1,5431,4.457,0.884,294.84689,45.034409,15.365
FALSE POSITIVE,1,0,0,0,33.80364366,202.259731,0.023,11.4813,13494,20.7,745,72.71,529.9,1,5855,3.999,1.796,297.47586,41.114288,13.109
CONFIRMED,0,0,0,0,5.743469797,174.898924,0.001,3.4412,1240.2,3.13,982,219.95,79.7,1,5897,4.531,0.891,291.09235,45.115528,15.543
CANDIDATE,0,0,0,0,39.4759093,173.31207,0.938,2.968,1012.6,4.06,577,26.13,26.6,1,6225,4.45,1.031,291.20804,45.244389,15.229
FALSE POSITIVE,0,1,0,0,19.97448524,171.6300909,0.886,4.23479,40293,26.56,700,56.84,1398.8,1,6108,4.471,0.997,289.72748,45.367661,15.217
CONFIRMED,0,0,0,0,3.166353562,170.966145,0.032,3.3129,1473.4,3.82,1273,621.92,128.3,1,6007,4.47,0.998,286.36011,45.414291,15.603
FALSE POSITIVE,0,1,0,0,23.89963441,188.982797,1.245,3.81881,20953,44.04,652,42.8,547.8,1,6192,4.503,0.924,294.71768,45.48576,15.453
CONFIRMED,0,0,0,0,5.83909761,132.09261,0.341,3.1915,273.6,2.06,1097,341.48,25.2,2,5553,4.221,1.25,292.58044,46.097389,15.065
CONFIRMED,0,0,0,0,1.620467654,132.06388,0.271,2.1888,159.6,1.57,1681,1893.42,22.7,3,5553,4.221,1.25,292.58044,46.097389,15.065
CONFIRMED,0,0,0,0,10.6816951,131.55082,0.646,3.605,307.8,2.3,897,152.75,21.9,4,5553,4.221,1.25,292.58044,46.097389,15.065
CONFIRMED,0,0,0,0,6.104849417,169.573477,0.041,4.6912,2090.3,3.18,784,89.25,293.7,1,5085,4.584,0.712,297.04562,46.027359,15.017
CONFIRMED,0,0,0,0,3.578780566,134.0304187,0.079,2.91089,11382,10.43,1145,406.6,1838.4,1,5524,4.421,0.994,289.60797,44.345421,13.938
FALSE POSITIVE,0,1,1,0,3.187067566,171.64976,1.234,3.119,1037.4,23.88,1079,319.76,37.2,1,5450,4.552,0.811,297.78848,45.565418,15.653
CONFIRMED,0,0,0,0,5.826657508,173.011411,0.033,2.9183,1539.1,4.09,1013,248.57,81.1,1,5561,4.362,1.06,288.1647,45.816509,15.843
CONFIRMED,0,0,0,0,12.41216347,142.54039,0.021,3.739,611.3,2.58,787,90.65,25.6,3,5561,4.362,1.06,288.1647,45.816509,15.843
CONFIRMED,0,0,0,0,18.74649011,147.13074,0.508,3.895,796.8,3.05,686,52.38,26.7,2,5561,4.362,1.06,288.1647,45.816509,15.843
CONFIRMED,0,0,0,0,42.63427848,141.16954,0.142,6.1998,1719.3,5.22,615,33.82,78.7,2,6035,4.22,1.257,294.02301,45.853081,15.237
CONFIRMED,0,0,0,0,87.6476068,134.94222,0.147,8.871,1009.6,4,484,12.94,37.5,3,6035,4.22,1.257,294.02301,45.853081,15.237
CONFIRMED,0,0,0,0,9.467821474,178.415842,0.081,2.4327,2237,2.13,407,6.47,124.7,1,3582,4.807,0.458,283.73203,45.958771,15.073
CONFIRMED,0,0,0,0,4.942783419,136.3294353,0.566,3.25346,11145,10.62,1008,244.42,2040.7,1,5514,4.459,0.978,296.20059,49.140121,13.758
CONFIRMED,0,0,0,0,20.83426731,176.58569,0.256,4.0454,988.4,2.74,595,29.62,45.1,1,5537,4.549,0.88,293.01828,45.914688,15.412
CONFIRMED,0,0,0,0,9.94602357,171.70192,0.035,3.3862,994.5,3.12,807,100.34,51,1,5344,4.365,1.013,296.06424,45.976841,15.596
CONFIRMED,0,0,0,0,1.04562195,133.91912,0.037,1.8955,213,1.45,1710,2031.84,25.3,2,5344,4.365,1.013,296.06424,45.976841,15.596
CONFIRMED,0,0,0,0,5.71462396,132.63866,0.503,2.336,297.8,1.78,971,210.16,16.7,3,5344,4.365,1.013,296.06424,45.976841,15.596
CANDIDATE,0,0,0,0,102.9641952,158.07473,0.922,15.735,1896.7,39,797,95.4,86.1,1,5047,3.066,7.119,296.81772,46.781509,13.608
CONFIRMED,0,0,0,0,8.14515981,140.56811,0.965,5.073,446.8,3.43,1050,287.91,32.2,2,5896,4.197,1.24,290.41327,38.34375,14.925
CONFIRMED,0,0,0,0,18.9985279,144.74157,1.3,4.529,430.7,43.17,792,93.03,16.9,3,5896,4.197,1.24,290.41327,38.34375,14.925
CONFIRMED,0,0,0,0,4.24439049,137.06643,0.949,3.282,174,2.07,1305,686.99,15.1,5,5896,4.197,1.24,290.41327,38.34375,14.925
CANDIDATE,0,0,0,0,90.1240507,356.23415,0.698,11.649,3020.3,7.12,485,13.09,57.9,1,6520,4.375,1.215,293.22391,38.033581,14.96
CONFIRMED,0,0,0,0,28.5742692,143.8315,0.068,4.9427,824.9,2.32,538,19.83,97.1,2,5551,4.508,0.812,296.98102,43.209751,13.771
CANDIDATE,0,0,0,0,0.689210173,133.28584,0.154,1.6169,195,1.32,1943,3362.71,93.4,1,5630,4.505,0.954,281.55118,47.469959,13.248
FALSE POSITIVE,0,1,0,0,0.379463865,170.2480164,1.246,0.86896,1973.3,59.56,3000,19256.81,458.6,1,5075,3.892,1.783,290.91119,38.335579,13.787
FALSE POSITIVE,0,1,0,0,9.88047978,173.608672,1.02,2.78458,18541,23.6,860,129.45,534.5,1,6113,4.512,0.917,281.66916,42.038639,15.212
FALSE POSITIVE,0,1,0,0,17.51201477,174.282592,0.994,1.8248,4511.7,13.66,804,98.77,322.3,1,6224,4.33,1.132,287.61633,39.127239,12.336
FALSE POSITIVE,0,1,0,0,3.9886021,171.01852,0.06,1.7376,673.5,34.39,3145,23135.72,37.1,1,4813,2.472,13.652,289.09323,49.424484,6.974
FALSE POSITIVE,0,1,1,0,0.525154153,133.744359,1.226,2.1441,747.5,23.61,2073,4391.51,116.1,1,5582,4.497,0.846,295.09866,41.007038,15.058
FALSE POSITIVE,0,0,1,1,1.303861044,134.212059,1.258,4.0541,598.2,27.85,1610,1595.19,140.6,1,5758,4.475,0.902,298.13589,41.332062,13.555
FALSE POSITIVE,0,0,1,0,2.55549176,134.50078,1.228,9.083,113.8,23.35,1312,701.68,24.3,1,5948,4.508,0.901,298.77325,41.214729,14.554
FALSE POSITIVE,0,1,0,0,2.947376671,171.522978,2.641,2.0911,433.2,403.59,2404,7903.84,62.3,1,8090,4.002,2.234,292.61194,43.305141,10.47
FALSE POSITIVE,0,0,1,0,5.76573396,133.30941,0.708,2.924,248,7.47,1964,3518.78,22.2,1,5772,3.364,4.434,294.52557,38.204632,14.313
FALSE POSITIVE,1,0,1,0,0.73094589,133.68876,1.169,4.32,250.2,17.12,1922,3248.17,37.5,1,5901,4.553,0.848,289.7962,38.351181,15.401
CONFIRMED,0,0,0,0,18.92537246,149.49558,0.806,3.9835,640.9,13.92,1171,443.58,41,1,4941,3.317,4.885,286.49042,38.374908,14.604
FALSE POSITIVE,1,0,1,1,0.933749106,134.31831,0.736,4.256,186.2,3.22,2863,15822.49,136.3,1,6215,3.849,2.188,292.77588,47.461689,13.079
FALSE POSITIVE,0,0,1,1,2.037440623,133.59962,0.715,3.442,118.6,1.19,1572,1448.05,27,1,6253,4.415,1.015,295.79526,47.66396,14.187
CONFIRMED,0,0,0,0,31.5925809,142.9649,0.283,13.566,145.1,1.78,688,53.09,25.5,2,5676,4.1,1.487,295.92065,47.448608,13.29
CONFIRMED,0,0,0,0,1.97376085,178.6894194,0.337,1.82542,30222,8.78,753,76.1,1252.5,1,3807,4.762,0.503,292.0683,38.84227,15.715
CANDIDATE,0,0,0,0,13.11896244,261.539434,0.042,4.3045,372.2,8.25,1768,2310.43,267.4,1,7221,3.488,4.24,282.00031,48.542221,9.275
FALSE POSITIVE,0,1,1,1,4.618767792,133.386535,0.766,5.9957,4399.1,7.48,1170,442.78,270.1,1,6013,4.381,1.033,297.31006,49.703041,13.652
FALSE POSITIVE,1,0,0,0,7.82187328,123.49907,0.005,3.8417,42.2,2.78,2101,4601.71,37.2,2,7221,3.488,4.24,282.00031,48.542221,9.275
CANDIDATE,0,0,0,0,53.5057611,172.98304,0.46,10.5616,195.6,2.52,675,49.16,71.2,1,6247,4.016,1.762,295.80267,45.988079,9.582
CONFIRMED,0,0,0,0,2.785821236,260.83731,0.893,3.5599,68.9,1.69,1784,2388.98,53.6,1,6202,4.026,1.733,287.36182,38.714016,8.224
FALSE POSITIVE,0,1,0,0,52.56901867,184.971267,1.197,6.7507,26900,78.54,737,69.62,184.3,1,7240,4.178,1.717,290.94437,38.538868,9.729
CANDIDATE,0,0,0,0,6.79685353,138.11324,0.62,3.1702,393.1,2.01,985,222.91,29.8,1,6061,4.486,0.97,294.16321,41.451801,15.391
FALSE POSITIVE,0,1,1,1,8.667822346,137.341841,1.276,4.9658,2121.9,67.37,1303,681.39,187.6,1,6266,3.923,1.889,299.39972,45.316051,13.03
CONFIRMED,0,0,0,0,1.475323222,131.83272,0.136,2.3155,154.9,5.88,2740,13331.51,27.2,3,4941,3.317,4.885,286.49042,38.374908,14.604
CONFIRMED,0,0,0,0,4.15246118,134.57991,0.639,2.5755,223.4,7.62,1941,3354.56,24.5,4,4941,3.317,4.885,286.49042,38.374908,14.604
CONFIRMED,0,0,0,0,8.7348852,135.0818,0.314,4.49,270.7,1.59,890,148.62,24.8,1,5982,4.493,0.96,287.44409,38.088428,14.794
FALSE POSITIVE,0,0,1,1,10.26547688,136.49663,0.69,3.733,399.6,1.81,770,83.13,20.1,1,5699,4.553,0.853,292.27905,38.284531,15.212
CANDIDATE,0,0,0,0,13.4471791,132.830555,0.963,3.0454,1428.2,5.24,848,122.34,105.3,1,6276,4.405,1.041,292.37476,37.630959,14
FALSE POSITIVE,0,1,0,0,3.305577989,180.68154,1.145,2.5903,17971,25.89,1027,263.55,39.6,1,5534,4.629,0.707,292.07849,38.631481,15.537
FALSE POSITIVE,0,1,0,0,4.800653901,134.365782,0.785,9.0419,15304,16.91,1347,778.45,298,1,6715,4.347,1.241,296.13391,38.999008,13.32
FALSE POSITIVE,0,1,1,1,15.06649901,140.654788,1.018,5.9885,36348,56.44,932,177.96,154.6,1,5751,4.028,1.626,293.92599,38.73798,13.855
FALSE POSITIVE,0,1,0,0,34.82008158,163.015559,0.663,11.1711,18848,11.36,459,10.49,882.6,1,5114,4.522,0.784,286.86926,39.103729,15.187
FALSE POSITIVE,1,0,0,1,0.651784374,133.111707,1.224,2.0141,2779.3,33.65,2090,4500.59,195.2,2,5555,4.375,1.061,291.99988,38.437698,14.997
CANDIDATE,0,0,0,0,1.353771892,261.43662,1.203,7.012,1349.1,430.99,4903,136609.48,76.7,1,4283,2.012,15.76,292.71964,48.852016,10.523
FALSE POSITIVE,1,0,0,0,18.95491633,262.46677,1.228,24.249,867.5,71.39,1139,397.48,249.3,1,6362,3.761,2.534,284.02679,49.415428,10.988
FALSE POSITIVE,1,0,0,0,67.5923754,151.75056,0.728,12.249,4158.1,12.1,588,28.2,60.9,2,6038,4.082,1.744,295.58658,45.364979,13.675
CONFIRMED,0,0,0,0,17.02902786,143.33395,0.202,4.645,568.9,2.54,755,76.66,29.8,1,5839,4.327,1.067,290.51047,41.24482,15.381
CONFIRMED,0,0,0,0,6.84619236,132.17265,0.077,3.529,246.8,1.67,1022,258.41,17.7,2,5839,4.327,1.067,290.51047,41.24482,15.381
CONFIRMED,0,0,0,0,67.8321638,125.881,0.027,7.358,507.8,2.39,476,12.14,15.5,3,5839,4.327,1.067,290.51047,41.24482,15.381
CONFIRMED,0,0,0,0,25.93406406,149.76273,0.014,4.6142,414.5,2.48,695,55.1,42.2,1,5952,4.287,1.225,291.97617,38.05508,13.703
CONFIRMED,0,0,0,0,83.4463485,158.68061,0.058,6.536,503,2.73,471,11.59,36.1,2,5952,4.287,1.225,291.97617,38.05508,13.703
CONFIRMED,0,0,0,0,12.99204853,136.32016,0.091,6.0175,270.6,2.03,866,132.94,38.7,1,5765,4.236,1.242,291.42358,38.216591,13.974
FALSE POSITIVE,0,1,1,0,11.11620211,133.100575,0.937,4.211,4843.9,8.96,853,125.21,115.3,1,6122,4.471,0.996,295.29193,38.964588,15.38
FALSE POSITIVE,0,1,1,1,1.922861499,134.658644,0.943,3.5734,1916.2,5.09,1392,884.12,103.4,1,5778,4.531,0.911,291.44507,38.637211,14.942
FALSE POSITIVE,0,1,1,1,0.635445336,134.184037,1.253,1.8592,2547.4,19,1177,451.42,182.2,1,3920,4.7,0.55,285.08026,39.18211,15.432
FALSE POSITIVE,0,1,1,0,1.665784138,133.863028,1.27,1.8946,2006.2,97.27,2636,11424.49,148,1,6261,3.686,2.789,291.47629,38.50058,11.84
CONFIRMED,0,0,0,0,52.09081627,158.744665,0.065,8.6388,2894.1,7.14,592,29.07,243.5,1,6198,4.237,1.324,300.51712,44.38158,13.914
CONFIRMED,0,0,0,0,8.18739443,260.86931,0.377,3.0472,517.6,1.92,782,88.36,38.4,1,5251,4.494,0.849,291.92596,38.014118,14.138
CONFIRMED,0,0,0,0,3.341799486,141.35472,0.426,2.9254,178.2,1.67,1356,798.41,48.8,2,5873,4.293,1.235,291.65317,44.688271,13.492
FALSE POSITIVE,0,1,1,1,36.97708808,133.62681,1.246,4.737,1269.9,38.6,602,31.08,59.2,1,5589,4.193,1.239,288.44287,41.17218,13.698
FALSE POSITIVE,0,0,1,1,1.303859704,134.21201,0.674,2.8239,36.7,0.98,2393,7759.2,34.7,1,6802,4.103,1.521,298.13794,41.334358,11.558
FALSE POSITIVE,0,1,1,0,145.5624926,146.0588,1.274,5.4126,2931.6,40.15,387,5.33,58.1,1,6148,4.346,1.095,286.49072,37.489979,13.884
CONFIRMED,0,0,0,0,3.749105745,135.10837,0.942,1.9826,182.6,1.68,1160,428.25,38,1,5751,4.447,0.983,290.88467,38.057571,13.333
CONFIRMED,0,0,0,0,11.08956602,141.76142,0.02,6.2877,148.1,3.51,1422,965.62,38.9,1,6353,3.698,2.867,291.03192,38.21196,12.808
FALSE POSITIVE,0,0,0,1,7.24476126,139.10497,0.04,2.3145,58,0.65,837,116.02,27.2,1,5370,4.494,0.874,294.49011,38.194126,11.157
CANDIDATE,0,0,0,0,119.0624882,149.22223,0.968,3.1188,5372.3,10.4,366,4.26,71.6,1,5697,4.392,0.92,287.88812,39.078709,15.289
CONFIRMED,0,0,0,0,8.70798309,363.05638,0.063,2.4904,1419.6,2.01,543,20.59,28.1,1,4362,4.722,0.554,293.80441,38.63913,15.842
FALSE POSITIVE,0,0,1,0,14.8623076,354.57297,0.324,3.161,840,1.57,454,10.08,14.4,3,4362,4.722,0.554,293.80441,38.63913,15.842
CONFIRMED,0,0,0,0,27.40229859,133.6284,0.022,6.8491,747.5,3.63,734,68.46,79.3,3,6198,4.237,1.324,300.51712,44.38158,13.914
CONFIRMED,0,0,0,0,3.179267286,261.841607,0.171,1.0246,200.9,1.21,1101,347.01,41,1,5511,4.554,0.857,295.57416,42.806438,12.55
CONFIRMED,0,0,0,0,24.5709023,135.87209,0.945,3.587,764.2,2.82,505,15.33,26.3,2,5095,4.566,0.78,291.36478,37.609169,13.562
FALSE POSITIVE,0,0,1,1,0.817026268,132.835239,0.01,2.0799,1145.5,2.92,1784,2386.13,121.1,1,5619,4.536,0.874,296.38229,48.045311,15.488
CONFIRMED,0,0,0,0,3.024092505,132.4168573,0.424,2.8021,7765,12.14,1489,1162.54,1225.3,1,6063,4.261,1.358,285.24084,46.668251,13.958
CANDIDATE,0,0,0,0,5.670155713,136.201739,1.267,0.9361,536.7,5.85,341,3.21,37.3,1,3337,5.126,0.183,292.26181,41.442554,13.783
CONFIRMED,0,0,0,0,1.022678654,133.45422,0.019,1.3712,129.2,1.14,1734,2138.47,21.6,1,5366,4.363,1.02,296.68045,41.38652,14.803
CONFIRMED,0,0,0,0,12.10968709,140.21258,0.924,6.3461,284.7,2.98,1005,240.8,33.4,1,6021,4.093,1.458,293.08463,41.135441,14.348
CONFIRMED,0,0,0,0,4.75796103,137.69636,0.621,4.66,124.5,1.7,1372,835.65,20.9,2,6021,4.093,1.458,293.08463,41.135441,14.348
CONFIRMED,0,0,0,0,20.4972755,147.43894,0.966,8.536,242.9,2.96,843,119.42,22.8,3,6021,4.093,1.458,293.08463,41.135441,14.348
FALSE POSITIVE,0,0,1,0,13.55480534,139.81609,0.497,2.288,48.3,0.62,679,50.41,16.5,2,5370,4.494,0.874,294.49011,38.194126,11.157
FALSE POSITIVE,0,1,0,0,29.74454668,172.386652,0.337,23.2842,66894,20.06,455,10.1,765,1,4889,4.569,0.788,297.75708,41.680454,11.753
FALSE POSITIVE,0,1,0,0,14.15402428,140.698466,1.1,4.47001,61625,53.25,777,86.13,930.3,1,5850,4.404,1.037,290.35294,41.769741,12.932
FALSE POSITIVE,0,1,1,0,0.844786082,134.216987,1.297,3.5289,2468.5,35.27,1864,2846.03,245.6,1,5705,4.452,0.915,298.71152,41.635792,15.363
FALSE POSITIVE,0,1,0,0,0.848483947,133.585301,1.264,1.4451,1907.4,32.11,1908,3117.82,185,1,5941,4.504,0.936,292.23679,41.7393,15.323
FALSE POSITIVE,0,1,1,1,11.99097576,143.28437,1.269,5.7401,2124.3,37.47,880,141.63,102.8,1,6110,4.352,1.072,296.29855,41.602718,14.977
CONFIRMED,0,0,0,0,31.8841473,160.20696,0.938,6.122,910,3.7,563,23.82,25.3,1,5779,4.477,0.974,293.56815,39.03632,15.368
CANDIDATE,0,0,0,0,16.15811112,143.00233,1.8572,6.049,2319.8,86.13,660,44.83,52.8,1,5619,4.536,0.874,296.38229,48.045311,15.488
CONFIRMED,0,0,0,0,12.06222962,138.22229,0.392,2.0584,300.2,1.62,750,74.8,32.4,1,5547,4.451,0.933,296.49612,47.182861,13.581
CONFIRMED,0,0,0,0,21.85362905,144.32031,0.676,3.439,355.6,1.75,618,34.57,23,1,5830,4.54,0.876,290.72867,37.252651,14.246
CONFIRMED,0,0,0,0,8.19345065,138.99617,0.815,5.234,115.4,1.74,1144,405.75,15.7,4,6021,4.093,1.458,293.08463,41.135441,14.348
FALSE POSITIVE,0,1,1,1,19.97867,137.17061,0.923,10.168,944.3,6.85,1351,788.02,86.2,1,9651,4.229,1.895,299.15353,40.286961,13.849
FALSE POSITIVE,0,1,1,0,15.45158184,142.21096,0.636,2.406,85.3,2.02,1285,643.83,21,1,7839,4.08,2.069,297.98123,41.44487,11.798
FALSE POSITIVE,0,1,0,0,89.69816853,176.3060152,0.684,5.5418,273110,102.08,554,22.33,3420.3,1,6214,4.021,1.583,299.0209,44.17276,13.624
CANDIDATE,0,0,0,0,1.187352427,133.465454,1.222,4.999,20703,67.35,2251,6067.3,717.4,1,6424,4.186,1.489,285.06335,44.167885,13.623
CONFIRMED,0,0,0,0,4.77800306,124.061465,0.02,2.7361,473,1.85,932,177.79,115.4,2,5192,4.489,0.873,299.13922,40.94902,13.04
